"Sl. No.",State,"Name Of University","Name Of College","Arts - Male","Arts - Female","Science - Male","Science - Female","Commerce - Male","Commerce - Female","Computer App / Computer Science - Male","Computer App / Computer Science - Female","Management - Male","Management - Female","Education - Male","Education - Female","Engineering and Technology - Male","Engineering and Technology - Female","Medicine - Male","Medicine - Female","Agriculture - Male","Agriculture - Female","Veterinary Science - Male","Veterinary Science - Female","Law - Male","Law - Female","Others - Male","Others - Female","Total - Male","Total - Female","Grand Total"
385,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sree Vignan Degree College (Id: C-25764)",79,35,46,31,0,131,255,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,197,577
386,Telangana,"Osmania University, Hyderabad (Id: U-0027)","The Mothers Degree College for Women (Id: C-25763)",0,0,0,0,0,134,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,134
387,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Urdu Arts College (Eve) (Id: C-25762)",31,27,0,0,0,26,51,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,53,135
388,Telangana,"Osmania University, Hyderabad (Id: U-0027)","University College of Science, Saifabad (Id: C-25761)",0,0,815,215,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,265,1377
389,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Lepra Blue Peters Research Centre (Id: C-25760)",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
390,Telangana,"Osmania University, Hyderabad (Id: U-0027)","David Memorial College of Education for Women (Id: C-25759)",0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,89,89
391,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Holy mary Institute of Technology and Management (Id: C-25757)",0,0,0,0,0,0,0,0,167,72,0,0,0,0,167,0,0,0,0,0,0,0,0,0,167,72,239
392,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Avanthi Degree College (Id: C-25756)",0,0,849,223,0,261,1062,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911,484,2395
393,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Shadan Degree College for Men (Id: C-25755)",0,0,57,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,364
394,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Jahanavi Degree College (Secunderabad) (Id: C-25754)",0,0,0,0,0,32,54,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,32,86
395,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Oriental Urdu College (Id: C-25752)",54,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,71,125
396,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Information and Research Academy of Aurora (Id: C-25751)",0,0,0,0,267,0,0,0,310,136,0,0,0,0,310,0,0,0,0,0,0,0,0,0,577,212,789
397,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Manjeera College of Education (Id: C-25750)",0,0,0,0,0,0,0,0,0,0,32,62,0,0,0,0,0,0,0,0,0,0,0,0,32,62,94
398,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Mumtaz Degree College (Id: C-25749)",0,0,55,93,0,12,197,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,105,357
399,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Pasha Noble Degree and P.G College (New Noble Degree College) (Id: C-25747)",0,0,606,82,0,82,439,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,164,1209
400,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Ali Yavar Jung National Institute for the Hearing Handicapped (Id: C-25746)",0,0,10,20,0,0,0,0,0,0,11,18,0,0,0,62,0,0,0,0,0,0,0,0,63,100,163
401,Telangana,"Osmania University, Hyderabad (Id: U-0027)","St. Pauls Degree College (Id: C-25745)",0,0,0,0,0,25,563,25,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,586,25,611
402,Telangana,"Osmania University, Hyderabad (Id: U-0027)","M S Degree College for Women (Nalgonda X Roads) (Id: C-25744)",0,0,0,40,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150
403,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Bhavans New Science Degree College (Day) (Id: C-25743)",0,0,519,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,175,694
404,Telangana,"Osmania University, Hyderabad (Id: U-0027)","NARAYANA Degree College (Id: C-25742)",87,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,69,156
405,Telangana,"Osmania University, Hyderabad (Id: U-0027)","MNR College of Teacher Education (Id: C-25741)",0,0,0,0,0,0,0,0,0,0,70,61,0,0,0,0,0,0,0,0,0,0,0,0,70,61,131
406,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Dr. B.R. Ambedkar Institute of Management and Technology (Id: C-25740)",0,0,0,0,0,0,0,0,99,53,0,0,0,0,99,0,0,0,0,0,0,0,0,0,99,53,152
407,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Islamia College of Education (Id: C-25739)",0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120
408,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sri Chaitanya Degree College (Id: C-25738)",0,0,0,0,0,221,244,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,221,465
409,Telangana,"Osmania University, Hyderabad (Id: U-0027)","AMS College of Law College for Women (Id: C-25737)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,221,221
410,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Shivani Womens Degree College (Id: C-25736)",0,0,0,185,0,316,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,501
411,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Dewan Bahadur Padma Rao Modiliar Degree College for Women (Id: C-25735)",0,0,0,23,0,559,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,655
412,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Manjeera Degree College (Ramayampet) (Id: C-25734)",217,92,104,211,0,117,187,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,420,928
413,Telangana,"Osmania University, Hyderabad (Id: U-0027)","BMR Degree College (Gajwel) (Id: C-25730)",158,91,201,231,0,177,187,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,499,1045
414,Telangana,"Osmania University, Hyderabad (Id: U-0027)","A.V. College of Arts, Science and Commerce (Id: C-25729)",248,46,773,192,78,93,1095,93,69,35,0,0,0,0,69,0,0,0,0,0,0,0,0,0,2263,406,2669
415,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Velangini College of Education (Id: C-25728)",0,0,0,0,0,0,0,0,0,0,38,62,0,0,0,0,0,0,0,0,0,0,0,0,38,62,100
416,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Prathibha Degree College (Ibrahimpatnam) (Id: C-25727)",213,95,209,105,0,120,217,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,320,959
417,Telangana,"Osmania University, Hyderabad (Id: U-0027)","CSI College of Education (Id: C-25724)",0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,40,60,100
418,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Nawabshahala Khan College of Education (Id: C-25723)",0,0,0,0,0,0,0,0,0,0,47,53,0,0,0,0,0,0,0,0,0,0,0,0,47,53,100
419,Telangana,"Osmania University, Hyderabad (Id: U-0027)","RBVRR College of Pharmacy (Id: C-25722)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,351,351
420,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Holy faith P.G College (Id: C-25721)",0,0,0,0,0,0,0,0,60,35,0,0,0,0,60,0,0,0,0,0,0,0,0,0,60,35,95
421,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Deccan School of Management (Id: C-25720)",0,0,0,0,0,0,0,0,302,155,0,0,0,0,302,0,0,0,0,0,0,0,0,0,302,155,457
422,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Govt. Degree College for Women (Siddipet) (Id: C-25719)",0,122,0,123,0,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,301
423,Telangana,"Osmania University, Hyderabad (Id: U-0027)","TARA Govt. College (Id: C-25718)",118,24,388,156,0,21,252,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,201,959
424,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Omega College of Pharmacy (Id: C-25716)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,110,153,263
425,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Scholars Womens Degree College (Id: C-25715)",0,77,0,165,0,351,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,593
426,Telangana,"Osmania University, Hyderabad (Id: U-0027)","TMSS Degree College for Women (Id: C-25714)",0,0,50,22,0,442,5,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,464,519
427,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Navabharathi College of P.G Studies (Id: C-25713)",0,0,0,0,0,0,0,0,52,73,0,0,0,0,52,0,0,0,0,0,0,0,0,0,52,73,125
428,Telangana,"Osmania University, Hyderabad (Id: U-0027)","National College of Education (Id: C-25710)",0,0,0,0,0,0,0,0,0,0,44,56,0,0,0,0,0,0,0,0,0,0,0,0,44,56,100
429,Telangana,"Osmania University, Hyderabad (Id: U-0027)","National Institute for the Mentally Handicapped (Id: C-25709)",10,38,0,0,0,0,0,0,0,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,29,73,102
430,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Master (Vignan) Degree College (Id: C-25708)",36,25,363,279,0,170,293,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692,474,1166
431,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Swathi Degree College (Id: C-25707)",0,0,0,0,0,91,103,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,91,194
432,Telangana,"Osmania University, Hyderabad (Id: U-0027)","New Govt. Degree College (Khairtabad) (Id: C-25706)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Pulla Reddy Institute of Computer Sciences (Id: C-25703)",0,0,0,0,0,0,0,0,73,22,0,0,0,0,73,0,0,0,0,0,0,0,0,0,73,22,95
434,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Peoples College of Arts, Science and Commerce (Id: C-25702)",227,159,134,222,0,98,254,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,479,1094
435,Telangana,"Osmania University, Hyderabad (Id: U-0027)","BMR Degree College (Siddipet) (Id: C-25701)",187,138,388,280,0,69,93,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,487,1155
436,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sai Chaitanya Degree College (Id: C-25700)",0,0,15,15,0,63,8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,78,101
437,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Pinnacle Institute of Hotel Management (Id: C-25698)",0,0,0,0,0,0,0,0,141,17,0,0,0,0,141,0,0,0,0,0,0,0,0,0,141,17,158
438,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Jagruthi Degree College (Malkajgiri) (Id: C-25696)",0,0,73,27,0,114,310,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,141,524
439,Telangana,"Osmania University, Hyderabad (Id: U-0027)","St.Vincent P.G College (Id: C-25695)",0,0,0,0,0,0,0,0,176,34,0,0,0,0,176,0,0,0,0,0,0,0,0,0,176,34,210
440,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vivekananda Degree College (Sithaphal Mandi) (Id: C-25694)",0,0,30,23,0,113,142,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,136,308
441,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Institute of Advanced Study in Education (Id: C-25693)",0,0,0,0,0,0,0,0,0,0,120,185,0,0,0,0,0,0,0,0,0,0,0,0,120,185,305
442,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Millennium College of Education (Id: C-25692)",0,0,0,0,0,0,0,0,0,0,44,56,0,0,0,0,0,0,0,0,0,0,0,0,44,56,100
443,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sri Venkateswara Degree College (Id: C-25691)",26,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,43,69
444,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vijayanagar College of Commerce (Id: C-25690)",0,0,0,0,0,43,174,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,43,217
445,Telangana,"Osmania University, Hyderabad (Id: U-0027)","College of Languages (Id: C-25689)",50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,49,99
446,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Presidency School of Management and Computer Science (Id: C-25688)",0,0,0,0,0,0,0,0,77,35,0,0,0,0,77,0,0,0,0,0,0,0,0,0,77,35,112
447,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Govt. Degree College (Zaheerabad) (Id: C-25687)",104,229,55,73,0,101,185,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,403,747
448,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Pasha College of Education (Id: C-25686)",0,0,0,0,0,0,0,0,0,0,11,89,0,0,0,0,0,0,0,0,0,0,0,0,11,89,100
449,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Lateefia Arabic College (Id: C-25684)",55,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,38,93
450,Telangana,"Osmania University, Hyderabad (Id: U-0027)","RGR Siddhanthi Degree College (Id: C-25683)",0,0,62,46,0,63,140,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,109,311
451,Telangana,"Osmania University, Hyderabad (Id: U-0027)","New Science Degree College (Id: C-25682)",0,0,23,4,36,20,283,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,27,369
452,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Priyadarshini College of Business Management (Id: C-25681)",0,0,0,0,0,0,0,0,154,66,0,0,0,0,154,0,0,0,0,0,0,0,0,0,154,66,220
453,Telangana,"Osmania University, Hyderabad (Id: U-0027)","CAT Degree and PG College (Id: C-25680)",0,0,0,0,4,12,126,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,13,143
454,Telangana,"Osmania University, Hyderabad (Id: U-0027)","PJR'S Memorial Sai Teja Degree College (Id: C-25679)",0,0,0,0,0,30,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,65
455,Telangana,"Osmania University, Hyderabad (Id: U-0027)","GMR College of Education (Id: C-25678)",0,0,0,0,0,0,0,0,0,0,38,62,0,0,0,0,0,0,0,0,0,0,0,0,38,62,100
456,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Omega Degree College (Habsiguda) (Id: C-25677)",0,0,65,101,0,200,251,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,301,617
457,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Noble Degree College (Id: C-25676)",108,62,478,127,0,84,589,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,273,1448
458,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Pragna College of Education (Id: C-25675)",0,0,0,0,0,0,0,0,0,0,32,34,0,0,0,0,0,0,0,0,0,0,0,0,32,34,66
459,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Hindi Mahavidyalaya Degree College (Id: C-25674)",33,39,0,0,0,25,64,25,4,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,101,65,166
460,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Indira Gandhi Degree College for Women (Id: C-25672)",0,0,0,0,0,144,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144
461,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Mallareddy College of Education (Id: C-25671)",0,0,0,0,0,0,0,0,0,0,60,55,0,0,0,0,0,0,0,0,0,0,0,0,60,55,115
462,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sri Venkateshwara College of Education (Id: C-25669)",0,0,0,0,0,0,0,0,0,0,55,42,0,0,0,0,0,0,0,0,0,0,0,0,55,42,97
463,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sri Padmavathi Mahila Kalasala (Id: C-25667)",0,0,0,0,0,203,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,203
464,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Priyadarshini Degree College (Id: C-25666)",0,0,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,31
465,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Royal Degree College (Id: C-25663)",0,0,103,82,0,256,299,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,338,740
466,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Shadan Degree College for Women (Id: C-25662)",0,72,3,487,0,540,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1099,1102
467,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Madina Degree College (Id: C-25661)",0,0,0,301,0,312,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,613
468,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Gandhian Institute of management (Id: C-25660)",0,0,0,0,0,0,0,0,94,71,0,0,0,0,94,0,0,0,0,0,0,0,0,0,94,71,165
469,Telangana,"Osmania University, Hyderabad (Id: U-0027)","M.G. Degree College (Id: C-25659)",19,3,28,25,0,16,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,44,120
470,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Kranthi (Alpha) Degree College (Id: C-25658)",0,0,15,11,0,75,126,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,86,227
471,Telangana,"Osmania University, Hyderabad (Id: U-0027)","S.V Model College of Management (Id: C-25657)",0,0,0,0,0,0,0,0,30,15,0,0,0,0,30,0,0,0,0,0,0,0,0,0,30,15,45
472,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Suprabhat Institute of Computer Studies (Id: C-25655)",0,0,0,0,18,0,0,0,235,125,0,0,0,0,235,0,0,0,0,0,0,0,0,0,253,133,386
473,Telangana,"Osmania University, Hyderabad (Id: U-0027)","VIvekananda P.G College (Id: C-25654)",0,0,0,0,18,0,0,0,59,15,0,0,0,0,59,0,0,0,0,0,0,0,0,0,77,15,92
474,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Stanley Degree And P.G College for Women (Id: C-25651)",0,0,0,28,0,198,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,226
475,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sultan-Ul-Uloom Law College (Id: C-25650)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,10,0,0,100,10,110
476,Telangana,"Osmania University, Hyderabad (Id: U-0027)","AKM Oriental College (Id: C-25649)",47,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,169,216
477,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sai Sudhir P.G. College (Id: C-25648)",0,0,0,0,126,0,0,0,127,96,0,0,0,0,127,0,0,0,0,0,0,0,0,0,253,169,422
478,Telangana,"Osmania University, Hyderabad (Id: U-0027)","N.B. Science Degree College (Id: C-25647)",0,0,114,95,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,105,249
479,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vidya Dayani College of Information Technology (Id: C-25646)",0,0,0,0,0,0,0,0,96,19,0,0,0,0,96,0,0,0,0,0,0,0,0,0,96,19,115
480,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vasundara Women's Degree College (Id: C-25645)",0,0,0,345,0,466,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,811
481,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Govt. Degree College (Tandur) (Id: C-25641)",103,61,78,73,0,75,54,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,209,444
482,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Pioneer Degree College (Id: C-25640)",0,0,0,0,41,47,177,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,64,282
483,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vandana Degree College (Id: C-25639)",0,0,43,52,0,204,201,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,256,500
484,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Gauthami Degree College (Chintal) (Id: C-25637)",0,0,164,223,0,424,292,424,11,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,467,657,1124
485,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vishwa Vishwani Institute of Systems and Management (Id: C-25636)",0,0,0,0,37,0,0,0,104,49,0,0,0,0,104,0,0,0,0,0,0,0,0,0,141,52,193
486,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Yadaiah College of Education (Id: C-25635)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Omega Degree College (Id: C-25634)",0,0,0,88,0,315,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,403
488,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Pendekanti Law College (Id: C-25633)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,277,0,0,613,277,890
489,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Bhavans New Science Degree College (AN) (Id: C-25631)",109,12,0,0,0,41,321,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,53,483
490,Telangana,"Osmania University, Hyderabad (Id: U-0027)","New Siddhartha Degree College for Women (Id: C-25629)",0,0,0,270,0,390,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,660
491,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Grahambell PG College (Id: C-25628)",0,0,0,0,0,0,0,0,97,32,0,0,0,0,97,0,0,0,0,0,0,0,0,0,97,32,129
492,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vishwa Bharathi Degree College (Id: C-25627)",39,3,13,15,0,14,44,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,32,128
493,Telangana,"Osmania University, Hyderabad (Id: U-0027)","S.N. Vanita Mahavidyalaya College for Women (Pharmacy) (Id: C-25626)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,329,329
494,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Geethanjali Degree College (Id: C-25625)",42,19,118,139,0,74,112,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,232,504
495,Telangana,"Osmania University, Hyderabad (Id: U-0027)","St.Ann's P.G College for Women (Mallapur) (Id: C-25624)",0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,188
496,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Shanti Degree College (Id: C-25623)",0,0,11,1,0,11,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,12,58
497,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Chaitanya Bharathi Institute of Technology (Id: C-25622)",0,0,0,0,118,0,0,0,103,73,0,0,2163,1342,103,0,0,0,0,0,0,0,0,0,2384,1467,3851
498,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Rachana College of Journalism (Id: C-25621)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,13,71,13,84
499,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Govt. Degree College (Siddipet) (Id: C-25620)",483,409,602,501,0,272,243,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,1182,2510
500,Telangana,"Osmania University, Hyderabad (Id: U-0027)","RGR Siddhanthi College of Education (Id: C-25619)",0,0,0,0,0,0,0,0,0,0,45,51,0,0,0,0,0,0,0,0,0,0,0,0,45,51,96
501,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Einstein College of Business Management (Id: C-25618)",0,0,0,0,0,0,0,0,133,58,0,0,0,0,133,0,0,0,0,0,0,0,0,0,133,58,191
502,Telangana,"Osmania University, Hyderabad (Id: U-0027)","GALAXY Degree College (Id: C-25616)",0,0,4,18,0,135,209,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,153,366
503,Telangana,"Osmania University, Hyderabad (Id: U-0027)","MVSR Engineering College (Id: C-25615)",0,0,0,0,57,0,0,0,63,45,0,0,2521,1082,63,0,0,0,0,0,0,0,0,0,2641,1155,3796
504,Telangana,"Osmania University, Hyderabad (Id: U-0027)","YPR College of Education (Id: C-25614)",0,0,0,0,0,0,0,0,0,0,46,52,0,0,0,0,0,0,0,0,0,0,0,0,46,52,98
505,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vignan Jyothi Institute of Arts (Id: C-25613)",0,0,0,0,0,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
506,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Anwar-Ul-Uloom College of Business Administration (Id: C-25612)",0,0,0,0,0,0,0,0,400,200,0,0,0,0,400,0,0,0,0,0,0,0,0,0,400,200,600
507,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Govt. Degree College for Women (Begumpet) (Id: C-25611)",0,412,18,818,0,760,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1990,2008
508,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Global Institute of Management (Id: C-25610)",0,0,0,0,0,0,0,0,225,71,0,0,0,0,225,0,0,0,0,0,0,0,0,0,225,71,296
509,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sri Vani Degree College (Id: C-25609)",24,34,91,184,0,116,115,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,334,564
510,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Ponugoti Madhav Rao Law College (Id: C-25608)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,87,0,0,393,87,480
511,Telangana,"Osmania University, Hyderabad (Id: U-0027)","MAK Azad College of Education (Id: C-25607)",0,0,0,0,0,0,0,0,0,0,28,99,0,0,0,0,0,0,0,0,0,0,0,0,28,99,127
512,Telangana,"Osmania University, Hyderabad (Id: U-0027)","St. Anns College of Education for Women (Id: C-25606)",0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98
